Species3,Family3,Order3,BeakLengthCulmen,BeakLengthNares,BeakWidth,BeakDepth,TarsusLength,WingLength,KippsDistance,Secondary,HandWingIndex,TailLength,Mass,Habitat,TrophicLevel,TrophicNiche,PrimaryLifestyle
Contopus latirostris,Tyrannidae,Passeriformes,15.7,8.9,6.4,3.1,15.2,69.1,13.3,55.8,19.3,59.2,11.2,Forest,Carnivore,Invertivore,Insessorial
Contopus lugubris,Tyrannidae,Passeriformes,21.6,11.5,6.9,4.9,15.2,91.6,25.9,65.8,28.2,73,21.5,Forest,Carnivore,Invertivore,Insessorial
Contopus nigrescens,Tyrannidae,Passeriformes,13.4,7.3,4.7,3.1,11.9,66.8,18.6,48.1,28,62.8,9.5,Forest,Carnivore,Invertivore,Insessorial
Contopus ochraceus,Tyrannidae,Passeriformes,20,12.1,7.7,4.9,15.8,90,22.5,67.5,25,71,23,Forest,Carnivore,Invertivore,Insessorial
Contopus pallidus,Tyrannidae,Passeriformes,16.6,8.5,6,3.1,13.7,69.8,15.9,53.9,22.8,63.5,9.3,Forest,Carnivore,Invertivore,Insessorial
Contopus pertinax,Tyrannidae,Passeriformes,23,13.4,7.8,5.6,17,108.3,30,77.6,28.3,83,27.2,Forest,Carnivore,Invertivore,Insessorial
Contopus punensis,Tyrannidae,Passeriformes,16.8,10.1,6.1,3.4,13.9,68.9,14.6,54.3,21,62.4,12.3,Forest,Carnivore,Invertivore,Insessorial
Contopus sordidulus,Tyrannidae,Passeriformes,16.4,9.2,6.4,4.1,13.8,82.6,29,57.7,33.5,60.2,13.1,Forest,Carnivore,Invertivore,Insessorial
Contopus virens,Tyrannidae,Passeriformes,14.3,10,6.3,4,14.2,81,25.6,57,31,62.7,13.9,Forest,Carnivore,Invertivore,Insessorial
Corythopis delalandi,Tyrannidae,Passeriformes,15.4,8.9,3.8,3.3,23.3,64.4,8.6,55.2,13.4,49.4,15,Forest,Carnivore,Invertivore,Terrestrial
Corythopis torquatus,Tyrannidae,Passeriformes,15.9,8.7,4.3,3.6,26,66.3,11.3,54.5,17.3,52.7,14.3,Forest,Carnivore,Invertivore,Terrestrial
Culicivora caudacuta,Tyrannidae,Passeriformes,11.2,5.5,3.7,3.1,15.6,41.1,7,33.6,17.2,49.7,6.1,Grassland,Carnivore,Invertivore,Insessorial
Deltarhynchus flammulatus,Tyrannidae,Passeriformes,17.2,10.3,6.7,4.3,17.6,75.5,12.7,62.8,16.8,77.7,17.2,Forest,Carnivore,Invertivore,Insessorial
Elaenia albiceps,Tyrannidae,Passeriformes,13.4,7.1,3.6,3.5,18.8,74.5,15.3,59.5,20.3,70.4,15.5,Forest,Omnivore,Invertivore,Insessorial
Elaenia chiriquensis,Tyrannidae,Passeriformes,12.9,7.8,4.3,4.1,16.8,72.3,14.9,57.4,20.7,62.2,15.4,Shrubland,Omnivore,Omnivore,Insessorial
Elaenia cristata,Tyrannidae,Passeriformes,13.1,7.6,4.8,3.5,19.1,66.2,10,56.2,15.1,56.5,18.2,Shrubland,Carnivore,Invertivore,Insessorial
Elaenia dayi,Tyrannidae,Passeriformes,16.9,8.9,5.8,5.4,27.6,97.2,12.1,85.2,12.4,97.8,34.5,Forest,Carnivore,Invertivore,Insessorial
Elaenia fallax,Tyrannidae,Passeriformes,11.5,6.6,3.7,3.3,18.2,67.4,12.6,54.8,18.7,64.6,14.4,Forest,Omnivore,Invertivore,Insessorial
Elaenia flavogaster,Tyrannidae,Passeriformes,12.7,7.2,5,4,21.4,77.4,12.7,64.5,16.4,70.6,24.8,Woodland,Omnivore,Invertivore,Insessorial
Elaenia frantzii,Tyrannidae,Passeriformes,12.6,7,4.4,3.6,16.6,74.6,15,62.5,19.3,65.4,19.6,Forest,Herbivore,Frugivore,Insessorial
Elaenia gigas,Tyrannidae,Passeriformes,15.6,8.1,4.9,4.3,19.4,89.5,17.5,72,19.5,74.1,31,Shrubland,Omnivore,Invertivore,Insessorial
Elaenia martinica,Tyrannidae,Passeriformes,14.7,7.9,4.4,4.2,20.5,78,15.1,63.2,19.3,74,20.8,Forest,Omnivore,Invertivore,Insessorial
Elaenia mesoleuca,Tyrannidae,Passeriformes,12.5,7.1,4.1,3.8,16,80,17.7,62.2,22.1,66.4,17.6,Forest,Omnivore,Invertivore,Insessorial
Elaenia obscura,Tyrannidae,Passeriformes,15,7.6,4,4.2,20.3,85.1,13.7,71.4,16.1,83.3,23.9,Forest,Omnivore,Invertivore,Insessorial
Elaenia pallatangae,Tyrannidae,Passeriformes,12.7,6.3,3.5,3.1,17.5,73.8,15.6,58.2,21.1,68.6,17.8,Forest,Omnivore,Invertivore,Insessorial
Elaenia parvirostris,Tyrannidae,Passeriformes,13.2,6.5,3.5,3.1,18.6,69.4,13.9,55.9,19.9,64.9,13.8,Forest,Carnivore,Invertivore,Insessorial
Elaenia pelzelni,Tyrannidae,Passeriformes,13.9,8.4,5.2,4.4,21.9,88.3,13.6,74.8,15.3,74.6,27.3,Forest,Omnivore,Invertivore,Insessorial
Elaenia ridleyana,Tyrannidae,Passeriformes,14.3,8,4.8,4.2,20,83.6,15.5,68.2,18.5,75,33,Woodland,Carnivore,Invertivore,Insessorial
Elaenia ruficeps,Tyrannidae,Passeriformes,15.6,9.7,4.5,4,19.6,66,9,57,13.7,55,18.7,Shrubland,Carnivore,Invertivore,Insessorial
Elaenia spectabilis,Tyrannidae,Passeriformes,14.9,8,4.6,4.1,19.2,81.7,15.7,67.1,18.9,72.3,27.3,Shrubland,Omnivore,Invertivore,Insessorial
Elaenia strepera,Tyrannidae,Passeriformes,12.5,5.8,4.3,3.5,16.2,78.6,17,61.6,21.6,63.7,19.3,Woodland,Carnivore,Invertivore,Insessorial
Empidonax affinis,Tyrannidae,Passeriformes,14,8.4,4.4,3.4,15.2,71.8,15.5,56,21.7,59.4,11.3,Forest,Carnivore,Invertivore,Insessorial
Empidonax albigularis,Tyrannidae,Passeriformes,15.7,8.1,5.7,3.6,16.7,63,14.2,47,23.2,54.8,9.6,Human Modified,Carnivore,Invertivore,Insessorial
Empidonax alnorum,Tyrannidae,Passeriformes,15.2,8.5,5.8,4,17.3,68.4,12.4,52.2,19.2,56.1,12.7,Shrubland,Carnivore,Invertivore,Insessorial
Empidonax atriceps,Tyrannidae,Passeriformes,12.4,6.4,4.2,3,15.5,60,13.5,46.2,22.6,50.4,9,Forest,Carnivore,Invertivore,Insessorial
Empidonax difficilis,Tyrannidae,Passeriformes,14.4,8.2,5.2,3.3,16,65,14.1,50.5,21.8,58.2,10.7,Forest,Carnivore,Invertivore,Insessorial
Empidonax flavescens,Tyrannidae,Passeriformes,14.1,7.7,5.5,3.7,16.2,66.2,13.2,50.9,20.5,55.5,12.5,Forest,Carnivore,Invertivore,Insessorial
Empidonax flaviventris,Tyrannidae,Passeriformes,12.9,8.4,5.7,3.7,17.2,66.9,15.3,48.3,24.1,52.6,11.8,Forest,Carnivore,Invertivore,Insessorial
Empidonax fulvifrons,Tyrannidae,Passeriformes,12.4,6.6,4.5,3,14.1,59.5,11.2,47.8,19,53.3,7.9,Forest,Carnivore,Invertivore,Insessorial
Empidonax hammondii,Tyrannidae,Passeriformes,12.3,7.1,4.1,3,14.6,66.6,15.4,51.2,23.1,53.8,10.4,Forest,Carnivore,Invertivore,Insessorial
Empidonax minimus,Tyrannidae,Passeriformes,12.4,7.6,5.4,3.5,15.9,61.1,14.2,47.9,22.8,50.8,10,Forest,Carnivore,Invertivore,Insessorial
Empidonax oberholseri,Tyrannidae,Passeriformes,13.5,7.8,4.6,3.2,17.5,66.6,12.5,54.1,18.7,60.6,10.4,Forest,Carnivore,Invertivore,Insessorial
Empidonax occidentalis,Tyrannidae,Passeriformes,16.2,8.3,5.4,3.7,16.3,66.7,13.3,51.2,20.6,64,11.6,Forest,Carnivore,Invertivore,Insessorial
Empidonax traillii,Tyrannidae,Passeriformes,13.1,8.5,5.9,4.3,18.4,66.5,16.2,52.6,23.5,59.1,13.4,Shrubland,Carnivore,Invertivore,Insessorial
Empidonax virescens,Tyrannidae,Passeriformes,13.3,9.1,6.1,4,17.1,71,19.9,52.1,27.5,58.8,12.6,Forest,Carnivore,Invertivore,Insessorial
Empidonax wrightii,Tyrannidae,Passeriformes,14.8,8.6,4.5,3.6,18,72,15.3,56.7,21.3,60.6,12.3,Shrubland,Carnivore,Invertivore,Insessorial
Empidonomus aurantioatrocristatus,Tyrannidae,Passeriformes,14.6,9.7,6.6,4.7,14.7,91,18.3,72.7,20,75.8,33,Woodland,Carnivore,Invertivore,Insessorial
Empidonomus varius,Tyrannidae,Passeriformes,17.5,10.5,6.3,5.5,15.3,96.8,23.5,73.3,24.2,80.6,27.1,Woodland,Omnivore,Invertivore,Insessorial
Euscarthmus meloryphus,Tyrannidae,Passeriformes,12.1,6.7,2.9,3.1,18.4,45.8,4.8,40.5,10.6,39.1,6.8,Shrubland,Carnivore,Invertivore,Insessorial
Euscarthmus rufomarginatus,Tyrannidae,Passeriformes,10.9,6.4,3.6,3.1,18.4,41.7,5.1,36.7,12.1,48.2,6,Shrubland,Carnivore,Invertivore,Insessorial
Fluvicola albiventer,Tyrannidae,Passeriformes,16.6,10.7,4.7,3.1,20.4,68.5,11.2,57.3,16.2,52,11.6,Wetland,Carnivore,Invertivore,Terrestrial
Fluvicola nengeta,Tyrannidae,Passeriformes,17.8,11.5,4.9,3.7,22.1,70.5,11.5,58.9,16.4,64,21,Wetland,Carnivore,Invertivore,Terrestrial
Fluvicola pica,Tyrannidae,Passeriformes,16.4,9.6,4.7,3.4,20.7,63.9,10.8,53.6,16.8,48.6,12.3,Wetland,Carnivore,Invertivore,Insessorial
Gubernetes yetapa,Tyrannidae,Passeriformes,26.5,15,9.2,8.2,28.6,125.6,33.2,92.4,26.5,248.8,68.4,Grassland,Carnivore,Invertivore,Insessorial
Hemitriccus cinnamomeipectus,Tyrannidae,Passeriformes,13.9,7.9,3.9,3.3,18.2,48.9,4.2,44.6,8.7,42.4,7.5,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus diops,Tyrannidae,Passeriformes,12.9,7.3,4,3.1,18.2,53.2,6.1,47.1,11.5,49.4,10,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus flammulatus,Tyrannidae,Passeriformes,14.3,7.2,4.5,3,17.7,51.1,7.4,43.7,14.6,41.4,10,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus furcatus,Tyrannidae,Passeriformes,10.2,6.9,4.2,3.2,15.3,43.1,4.4,38.7,10.3,37.8,9.4,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus granadensis,Tyrannidae,Passeriformes,13.8,6.5,3.3,2.9,16.6,45.2,3.9,41,8.7,42.1,7.9,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus griseipectus,Tyrannidae,Passeriformes,12.8,7.7,4.1,3.3,14.8,47.5,5.4,42.7,11.4,41.6,9,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus inornatus,Tyrannidae,Passeriformes,12.1,7.5,4.3,2.9,14.9,47,6.1,40.9,13.1,37.8,8.3,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus iohannis,Tyrannidae,Passeriformes,13.6,8.1,4.6,3.5,17.8,51,6.7,45.3,13,39.8,10,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus josephinae,Tyrannidae,Passeriformes,13.2,8.7,5.6,3.5,18.2,48.7,4.6,44.1,9.1,43,10.8,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus kaempferi,Tyrannidae,Passeriformes,12.2,7.4,4,3.3,17.8,47.1,4.1,42.4,8.8,40.5,8.5,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus margaritaceiventer,Tyrannidae,Passeriformes,14.3,8.7,3.7,3.6,19.4,49,4.3,44.6,8.8,44.3,8.4,Woodland,Carnivore,Invertivore,Insessorial
Hemitriccus minimus,Tyrannidae,Passeriformes,13.2,7.4,3.8,3,15.2,46.8,4.5,42.3,9.6,37.2,7,Shrubland,Carnivore,Invertivore,Insessorial
Hemitriccus minor,Tyrannidae,Passeriformes,12,7.3,4.4,3.1,14.8,46.4,6.3,40.1,13.6,35.8,7.4,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus mirandae,Tyrannidae,Passeriformes,13.2,7.8,3.8,3.4,17.3,50.3,6.4,43.7,12.8,45.8,10,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus nidipendulus,Tyrannidae,Passeriformes,13.1,7.8,3.5,2.9,17.5,43.8,3.6,40.1,8.4,29.8,7.5,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus obsoletus,Tyrannidae,Passeriformes,13.6,7.1,4.2,3.1,19.7,54.8,7,47.7,12.9,49.2,11.6,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus orbitatus,Tyrannidae,Passeriformes,13.8,8.1,4.1,3.1,17.9,53.2,7.2,46,13.6,49.8,9.7,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus rufigularis,Tyrannidae,Passeriformes,14.9,8.7,4.2,3.1,17.4,53,7,46,13.3,45.8,9.4,Woodland,Carnivore,Invertivore,Insessorial
Hemitriccus spodiops,Tyrannidae,Passeriformes,13.2,7.3,3.9,3.1,15.4,49.1,5.8,43.2,11.8,40.1,7.2,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus striaticollis,Tyrannidae,Passeriformes,13.7,8.3,4.1,3.2,17.8,48.2,4.9,43.3,10.2,40,8.6,Forest,Carnivore,Invertivore,Insessorial
Hemitriccus zosterops,Tyrannidae,Passeriformes,12.9,7.2,4,2.9,15.9,50.1,5.1,45.1,10.1,47.1,8.7,Forest,Carnivore,Invertivore,Insessorial
Hirundinea ferruginea,Tyrannidae,Passeriformes,20.9,13.5,8.2,5,14,108.6,34.6,73.6,31.9,75.2,30.6,Rock,Carnivore,Invertivore,Insessorial
Hymenops perspicillatus,Tyrannidae,Passeriformes,19.3,10,4.2,4.5,27.1,88.4,12.3,75.8,14,63.6,22.9,Wetland,Carnivore,Invertivore,Terrestrial
Inezia caudata,Tyrannidae,Passeriformes,10,6.4,3.6,3.1,16.8,48.5,5.1,43.4,10.5,49.5,7.5,Forest,Carnivore,Invertivore,Insessorial
Inezia inornata,Tyrannidae,Passeriformes,9.9,6.1,3,2.4,15.3,47.5,8,39.5,16.7,44.6,12,Woodland,Carnivore,Invertivore,Insessorial
Inezia subflava,Tyrannidae,Passeriformes,12.2,7.2,3.9,3,16.2,45.5,5.5,40,12.1,46,8.4,Forest,Carnivore,Invertivore,Insessorial
Inezia tenuirostris,Tyrannidae,Passeriformes,10,5.8,2.8,2.6,15,43.2,5.5,37.7,12.8,38.9,5,Woodland,Carnivore,Invertivore,Insessorial
Knipolegus aterrimus,Tyrannidae,Passeriformes,19.6,10.6,5,4.6,23.4,82.9,13.8,68.9,16.8,74.8,20.2,Shrubland,Carnivore,Invertivore,Insessorial
Knipolegus cyanirostris,Tyrannidae,Passeriformes,16.7,9.9,5.1,4,18.8,76.6,14,62.6,18.2,66.3,15.4,Forest,Carnivore,Invertivore,Insessorial
Knipolegus franciscanus,Tyrannidae,Passeriformes,12.9,9.2,5.2,4.6,20.9,85.7,15.5,70.2,18.2,73.3,20.5,Woodland,Carnivore,Invertivore,Insessorial
Knipolegus hudsoni,Tyrannidae,Passeriformes,17.3,9.1,4.8,4,20.2,70.6,14.7,55.9,20.8,68.2,13.8,Shrubland,Carnivore,Invertivore,Insessorial
Knipolegus lophotes,Tyrannidae,Passeriformes,22.3,13.3,5.8,5.3,22.8,116.5,30.8,85.8,26.4,91.7,31.8,Shrubland,Carnivore,Invertivore,Insessorial
Knipolegus nigerrimus,Tyrannidae,Passeriformes,18.9,11,5.6,5,23.3,95.4,19.8,75.6,20.7,74.2,20.3,Forest,Carnivore,Invertivore,Insessorial
Knipolegus orenocensis,Tyrannidae,Passeriformes,16.8,9.9,5.3,4,20.1,71.8,12.5,59.2,17.4,67.2,19,Shrubland,Carnivore,Invertivore,Insessorial
Knipolegus poecilocercus,Tyrannidae,Passeriformes,14.2,8.6,5.1,3.9,17.5,66.2,10.9,55.4,16.4,57.2,14.3,Forest,Carnivore,Invertivore,Insessorial
Knipolegus poecilurus,Tyrannidae,Passeriformes,14.8,9.3,4.9,3.8,17.7,76.4,16.8,59.9,21.9,64.2,14.6,Forest,Carnivore,Invertivore,Insessorial
Knipolegus signatus,Tyrannidae,Passeriformes,18.2,9.8,6,4.2,20.1,79.3,16.6,62.8,20.9,70,17.8,Forest,Carnivore,Invertivore,Insessorial
Knipolegus striaticeps,Tyrannidae,Passeriformes,15.3,8,3.9,3.3,19.6,57,10.8,46.5,18.9,58.4,11,Shrubland,Carnivore,Invertivore,Insessorial
Lathrotriccus euleri,Tyrannidae,Passeriformes,14.4,7.8,5.3,3.8,14.5,62.2,12.6,48.5,20.6,58,11.3,Forest,Carnivore,Invertivore,Insessorial
Lathrotriccus griseipectus,Tyrannidae,Passeriformes,12.3,7.4,4.2,3.9,14.9,60.2,9.2,51,15.4,57.5,11,Forest,Carnivore,Invertivore,Insessorial
Legatus leucophaius,Tyrannidae,Passeriformes,13,8.3,6.3,4.6,15.1,78.5,20.1,59.2,25.5,55.2,22.2,Forest,Herbivore,Frugivore,Insessorial
Leptopogon amaurocephalus,Tyrannidae,Passeriformes,13.8,8.9,3.8,4,14.5,62.7,11.7,50.9,18.7,55.3,11.7,Forest,Carnivore,Invertivore,Insessorial
Leptopogon rufipectus,Tyrannidae,Passeriformes,14.3,7.8,3.8,3.8,15.5,67,11.3,55.2,17,61.1,13.4,Forest,Carnivore,Invertivore,Insessorial
Leptopogon superciliaris,Tyrannidae,Passeriformes,14.3,8.7,4,3.9,15.7,64.6,11.7,53.1,18.1,60.1,11.7,Forest,Carnivore,Invertivore,Insessorial
Leptopogon taczanowskii,Tyrannidae,Passeriformes,11.8,7.1,3.7,3.6,15.1,64.6,12,52.5,18.5,62.5,11.5,Forest,Carnivore,Invertivore,Insessorial
Lessonia oreas,Tyrannidae,Passeriformes,13.6,6.9,3.1,2.7,21.8,79.3,17.7,61.4,22.4,48.5,13.8,Wetland,Carnivore,Invertivore,Generalist
Lessonia rufa,Tyrannidae,Passeriformes,13.6,6.8,3,2.4,21.9,72.3,18,54.9,24.7,44.2,13.4,Wetland,Carnivore,Invertivore,Terrestrial
Lophotriccus eulophotes,Tyrannidae,Passeriformes,11,7.1,3.9,2.9,14.9,46.6,8.1,38.5,17.4,38.4,6,Forest,Carnivore,Invertivore,Insessorial
Lophotriccus galeatus,Tyrannidae,Passeriformes,11.8,7,3.8,3,15.3,42.5,7.3,35.2,17.2,36.5,6.6,Human Modified,Carnivore,Invertivore,Insessorial
Lophotriccus pileatus,Tyrannidae,Passeriformes,13.2,6.6,3.6,2.8,15.1,48.9,7.6,41.3,15.7,39.3,7.5,Forest,Carnivore,Invertivore,Insessorial
Lophotriccus vitiosus,Tyrannidae,Passeriformes,11.6,7.6,3.9,3,14.3,47.2,4.8,42.4,10.3,35.5,6.7,Forest,Carnivore,Invertivore,Insessorial
Machetornis rixosa,Tyrannidae,Passeriformes,22.2,13.8,5.6,5,29.8,93.8,16.9,76.7,18,77.4,29.6,Grassland,Carnivore,Invertivore,Terrestrial
Mecocerculus calopterus,Tyrannidae,Passeriformes,11.3,5.8,3,2.5,17.1,51.2,9.3,41.9,18.1,46,7,Forest,Carnivore,Invertivore,Insessorial
Mecocerculus hellmayri,Tyrannidae,Passeriformes,9.4,5.1,2.8,2.9,16.9,56.3,9,47.3,16.1,45.9,8,Forest,Carnivore,Invertivore,Insessorial
Mecocerculus leucophrys,Tyrannidae,Passeriformes,15.4,8.3,3.8,3.4,20.6,64.9,10.1,54,16.6,67.1,11,Forest,Carnivore,Invertivore,Insessorial
Mecocerculus minor,Tyrannidae,Passeriformes,11.1,5.7,2.9,2.7,17,57.5,10.7,46.9,18.5,51,11,Forest,Carnivore,Invertivore,Insessorial
Mecocerculus poecilocercus,Tyrannidae,Passeriformes,9.1,5.2,2.4,2.5,15.2,57.6,8.6,46.8,15.6,43.7,7.7,Forest,Carnivore,Invertivore,Insessorial
Mecocerculus stictopterus,Tyrannidae,Passeriformes,12.3,5.8,2.9,2.8,18,62.4,8.9,52.4,14.5,60.2,9.4,Forest,Carnivore,Invertivore,Insessorial
Megarynchus pitangua,Tyrannidae,Passeriformes,33.7,24.7,13.9,10.4,19.2,113.5,26.6,87.5,23.3,85.8,69.9,Woodland,Carnivore,Invertivore,Insessorial
Mionectes macconnelli,Tyrannidae,Passeriformes,13.7,8,4.1,3.4,16,60.7,10.2,50.5,16.7,49.8,13.5,Forest,Carnivore,Invertivore,Insessorial
Mionectes oleagineus,Tyrannidae,Passeriformes,11.8,8.2,4.2,3.4,16,60.5,10.5,50.8,17.1,48.2,11.2,Forest,Herbivore,Frugivore,Insessorial
Mionectes olivaceus,Tyrannidae,Passeriformes,15.4,8.9,4.1,3.4,16.8,66.1,11.2,54.7,17,51.5,15.3,Forest,Herbivore,Frugivore,Insessorial
Mionectes rufiventris,Tyrannidae,Passeriformes,14.1,9.3,4.3,3.8,16.2,68.4,9.2,60,13.3,55,13.3,Forest,Omnivore,Invertivore,Insessorial
Mionectes striaticollis,Tyrannidae,Passeriformes,14.2,8,4.2,3.4,17.5,66.8,11.1,56.2,16.5,53.7,15,Forest,Omnivore,Invertivore,Insessorial
Mitrephanes olivaceus,Tyrannidae,Passeriformes,12.7,6.8,4.4,3,12.4,66.5,14.3,52.2,21.5,58.5,10,Forest,Carnivore,Invertivore,Insessorial
Mitrephanes phaeocercus,Tyrannidae,Passeriformes,12.1,6.4,4.4,2.6,12.6,70,17.4,51.4,25.3,63,8.6,Forest,Carnivore,Invertivore,Insessorial
Muscigralla brevicauda,Tyrannidae,Passeriformes,14.9,8.6,3.6,3.1,25.7,60.9,9.5,51.9,15.5,35,12.6,Shrubland,Carnivore,Invertivore,Terrestrial
Muscipipra vetula,Tyrannidae,Passeriformes,17.3,10.4,6.4,4.7,19.9,112.2,29.9,81.9,26.8,112.4,27,Forest,Carnivore,Invertivore,Insessorial
Muscisaxicola albifrons,Tyrannidae,Passeriformes,22.9,13.1,4.7,4.6,37.5,159.8,59.8,100,37.3,93.4,34,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola albilora,Tyrannidae,Passeriformes,19.3,11.1,4,3.8,30.2,113.7,37.5,76.2,33,70,22.6,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola alpinus,Tyrannidae,Passeriformes,17.9,9.8,3.9,3.7,31.3,126.3,37.7,88.6,29.8,78.7,26.1,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola capistratus,Tyrannidae,Passeriformes,19.3,11,3.9,3.8,28.1,114.6,40.6,74.1,35.3,68.8,26.6,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola cinereus,Tyrannidae,Passeriformes,16.8,9.4,3.2,3.4,28.6,105.6,31.3,74.3,29.6,66.5,18.6,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola flavinucha,Tyrannidae,Passeriformes,19.5,11.2,3.8,3.7,31.8,137.5,53.3,83.7,38.9,78.3,36.2,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola fluviatilis,Tyrannidae,Passeriformes,16,9.5,4,3.3,19,73.5,14.4,59,19.6,50.6,14.7,Riverine,Carnivore,Invertivore,Terrestrial
Muscisaxicola frontalis,Tyrannidae,Passeriformes,21.3,12.7,4,3.8,31.7,117.3,37.4,79.8,31.9,72.8,28.9,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola griseus,Tyrannidae,Passeriformes,19.2,9.2,3.4,3.1,32.3,120.2,32.2,88,26.7,79.6,20.2,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola juninensis,Tyrannidae,Passeriformes,17,8.9,3.1,3.2,27.8,111.4,32.2,79.2,28.9,72.2,22.2,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola maclovianus,Tyrannidae,Passeriformes,17.5,9,3.5,3.5,28.9,104.1,35.3,68.8,33.9,65.8,23.8,Grassland,Carnivore,Invertivore,Terrestrial
Muscisaxicola maculirostris,Tyrannidae,Passeriformes,16.5,9,3.5,3.1,25.5,85.5,22.4,62.8,26.2,61.3,14.2,Shrubland,Carnivore,Invertivore,Terrestrial
Muscisaxicola rufivertex,Tyrannidae,Passeriformes,19.5,11.2,3.6,3.6,28.2,105.2,28.3,76.8,26.9,71.3,20,Grassland,Carnivore,Invertivore,Terrestrial
Myiarchus antillarum,Tyrannidae,Passeriformes,23.5,13.9,6.4,5.1,22.6,85.3,14.8,70.5,17.3,77.5,23.4,Woodland,Carnivore,Invertivore,Insessorial
Myiarchus apicalis,Tyrannidae,Passeriformes,21.6,13.7,7.4,5.8,22.3,87.4,7.3,79.4,8.4,88.8,29.2,Shrubland,Omnivore,Invertivore,Insessorial
Myiarchus barbirostris,Tyrannidae,Passeriformes,19.6,11.5,6.8,4.2,18,71.2,11.1,60.2,15.4,69.8,13.4,Forest,Carnivore,Invertivore,Insessorial
Myiarchus cephalotes,Tyrannidae,Passeriformes,21.7,12.4,6.5,5.7,21.3,88.8,14.4,74.5,16.2,87.4,26.3,Forest,Carnivore,Invertivore,Insessorial
Myiarchus cinerascens,Tyrannidae,Passeriformes,23,14.3,6.8,6.2,22.4,96,19.8,77,20.4,89.7,28.2,Shrubland,Carnivore,Invertivore,Insessorial
Myiarchus crinitus,Tyrannidae,Passeriformes,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,32.1,Woodland,Omnivore,Invertivore,Insessorial
Myiarchus ferox,Tyrannidae,Passeriformes,21.7,14.4,7.7,5.8,21.8,85.8,12.2,73.4,14.2,86.9,27.5,Forest,Omnivore,Invertivore,Insessorial
Myiarchus magnirostris,Tyrannidae,Passeriformes,18.6,11.2,5.7,4.2,21.2,67,9.4,57.6,14,64.2,14.7,Shrubland,Carnivore,Invertivore,Insessorial
Myiarchus nugator,Tyrannidae,Passeriformes,27.4,17.9,8.7,6.8,24.8,95.8,13.2,82.6,13.8,89.8,37,Forest,Carnivore,Invertivore,Insessorial
Myiarchus nuttingi,Tyrannidae,Passeriformes,17.5,12.3,6.5,5.5,18.9,83.2,14.9,65.6,18.5,81.9,23,Woodland,Omnivore,Invertivore,Insessorial
Myiarchus oberi,Tyrannidae,Passeriformes,25.8,16.3,8.1,6.4,23.3,95.8,14.7,81.1,15.3,89,34.7,Forest,Omnivore,Invertivore,Insessorial
Myiarchus panamensis,Tyrannidae,Passeriformes,21.6,14.6,7.7,6.4,23,90.4,15.5,74.7,17.2,88.6,31.7,Woodland,Omnivore,Invertivore,Insessorial
Myiarchus phaeocephalus,Tyrannidae,Passeriformes,22.5,14.1,7.1,5.4,21.8,93,11.3,81.2,12.2,89.8,26.3,Woodland,Carnivore,Invertivore,Insessorial
Myiarchus sagrae,Tyrannidae,Passeriformes,22.4,14.1,6.6,4.9,19.2,82,11.2,70.8,13.7,80,19.3,Forest,Omnivore,Invertivore,Insessorial
Myiarchus semirufus,Tyrannidae,Passeriformes,24.1,15.9,7.3,5.3,21.6,87.8,10.8,76.9,12.4,87.5,22.5,Shrubland,Carnivore,Invertivore,Insessorial
Myiarchus stolidus,Tyrannidae,Passeriformes,21.9,13.7,6.5,5.1,21.7,85.2,11,74.2,12.9,84,20.8,Woodland,Carnivore,Invertivore,Insessorial
Myiarchus swainsoni,Tyrannidae,Passeriformes,20.2,14.6,7,5.7,20.6,88.6,15,73.2,17,82.9,25.1,Forest,Carnivore,Invertivore,Insessorial
Myiarchus tuberculifer,Tyrannidae,Passeriformes,21.1,12.9,7.1,5.2,20.1,80.4,15.5,66.8,18.8,76.5,17.7,Forest,Carnivore,Invertivore,Insessorial
